accession_num,artist,title_date,medium,medium category,dimensions,type,exam_date,overall_condition,remarks,priority,overall_analysis,rec_treat,treatment type
32-143/163,Utagawa Toyokuni,Two Young Women and a Young Man Going Fishing,Nishiki-e,Ink print,Overall: 15 1/16 x 10 in. (38.2588 x 25.4 cm),Examination,1/16/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: purple mod faded sl-mod discolor and soiling all four corners lost, inserted and inpted - good T edge cockled at hinges  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:",,,none,none
32-143/164,Utagawa Toyokuni I,A Woman Tying her Obi and a Man a Pipe Series: Actors Compared to Mt. Fuji in Summer (Natsu no Fuji Bijin Awase),Nishiki-e,Ink print,Overall: 15 1/4 x 10 1/8 in. (38.735 x 25.7175 cm),Examination,1/16/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: purple totally faded mod discolor and soiling edges abraded and dirtier old inserts / mends T & R - read as slightly grey  Recommended Treatment: clean wash reinsert  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
32-143/172,Utagawa Toyohiro,Mount Fuji in Snow,Nishiki-e,Ink print,Overall: 13 7/8 x 9 1/8 in. (35.2425 x 23.1775 cm),Examination,1/16/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: mod discolor and soiling edges and corners abraded insert in sky (lge) too dark  Recommended Treatment: clean remove insert wash reinsert  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,remove patches wash mend/insert,wash & mend/insert
32-143/173,Utagawa Toyohiro,A Falcon,Color woodblock,Ink print,Overall: 15 1/8 x 9 5/8 in. (38.4175 x 24.4475 cm),Examination,1/16/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors appear good mod gen discolor and soil many large losses, crudely inserted adhesive dark amber - stains  Recommended Treatment: remove inserts wash reinsert if necessary, back  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,remove patch insert,attachment removal
32-143/174,Suzuki Kuninobu,Couple Walking by a Willow Tree,Nishiki-e,Ink print,Overall: 26 1/2 x 4 11/16 in. (67.31 x 11.9062 cm),Examination,2/6/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors extremely faded discolor and soil mod-severe handling stains and accretions old losses T and B severely creased and abraded  Recommended Treatment: clean wash mend and insert  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash mend/insert,wash & mend/insert
32-143/176,"Gyokutei, Utagawa Yoshimine",A Cuckoo Flying in the Rain,Oban Ran-e,Ink print,Overall: 13 1/4 x 9 3/8 in. (33.655 x 23.8125 cm),Examination,1/16/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: color fine discolor and soil sl 2 sm waterstains appears to have mount remnant at C of cloud, reverse  Recommended Treatment: remove mt with localized moisture  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,remove mount,backing removal
32-143/177,Katsushika Hokusai,View at Kinugawa,Nishiki-e,Ink print,Overall: 10 1/16 x 7 3/8 in. (25.5588 x 18.7325 cm),Examination,1/17/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors excellent discolor and soil sl minor abrasion, primarily in sky overall backed brown adhesive residues on four edges  Recommended Treatment: remove backing  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,remove backing,backing removal
32-143/177,Katsushika Hokusai,View at Kinugawa,Nishiki-e,Ink print,Overall: 10 1/16 x 7 3/8 in. (25.5588 x 18.7325 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-143/178,Katsushika Hokusai,Net Fishing Series: Chie-no-umi (Knowledge of the Sea),Nishiki-e,Ink print,Overall: 10 x 7 1/4 in. (25.4 x 18.415 cm),Examination,1/17/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors good mod discoloration and soil B edge worn with losses at LL corner and near R overall backed losses inpted (badly) without inserting heavily resized  Recommended Treatment: remove backing insert and inpt losses  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,remove backing insert and inpt losses,backing removal
32-143/178,Katsushika Hokusai,Net Fishing Series: Chie-no-umi (Knowledge of the Sea),Nishiki-e,Ink print,Overall: 10 x 7 1/4 in. (25.4 x 18.415 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-143/179,Katsushika Hokusai,"Banana Groves at Nakashima, ca. 1832",Nishiki-e,Ink print,Overall: 10 1/8 x 14 7/8 in. (25.7175 x 37.7825 cm),Examination,1/17/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors excellent discolor sl-mod  soil sl old vertical crease at C  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:,,,none,none
32-143/179,Katsushika Hokusai,"Banana Groves at Nakashima, ca. 1832",Nishiki-e,Ink print,Overall: 10 1/8 x 14 7/8 in. (25.7175 x 37.7825 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-143/180,Katsushika Hokusai,"Pines and Waves at Ryūdō, ca. 1832",Nishiki-e,Ink print,Overall: 10 x 14 7/8 in. (25.4 x 37.7825 cm),Examination,1/17/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors good mod discolor and heavy soi8l central vert fold and edges much worse crude inserts in several holes and on ofld inptg passable  Recommended Treatment: clean wash remend and insert inpt  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash mend/insert,wash & mend/insert
32-143/180,Katsushika Hokusai,"Pines and Waves at Ryūdō, ca. 1832",Nishiki-e,Ink print,Overall: 10 x 14 7/8 in. (25.4 x 37.7825 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-143/181,Katsushika Hokusai,Series: Provinces (Shokoku Taki Meguri),Nishiki-e,Ink print,Overall: 14 1/4 x 9 1/4 in. (36.195 x 23.495 cm),Examination,1/17/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors fine discolor sl-mod heavily soiled espec at B several old holes well inserted adhesive res on L (reverse)  Recommended Treatment: clean wash reinsert and inpt  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
32-143/181,Katsushika Hokusai,Series: Provinces (Shokoku Taki Meguri),Nishiki-e,Ink print,Overall: 14 1/4 x 9 1/4 in. (36.195 x 23.495 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-143/205,Totoya Hokkei,Crossing the Yellow River Series: Toshi gafu no uchi (Among the Chinese Poems),Color woodblock,Ink print,Overall: 10 5/8 x 7 1/2 in. (26.9875 x 19.05 cm),Examination,1/19/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors good beni sl faded discolor and soil mod edge abrasion, sm edge losses 2 holes patched (crude)  Recommended Treatment: clean wash replace inserts  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
32-143/206,Totoya Hokkei,A Mountain Temple in Autumn Mists,Nishiki-e,Ink print,Overall: 10 5/8 x 7 1/2 in. (26.9875 x 19.05 cm),Examination,1/19/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors gen good sl-mod discolor mod soiling and abrasion on edges several holes, two badly patched and badly colored  Recommended Treatment: clean wash reinsert  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
32-143/208 A,Keisai Eisen,Mount Asama at the Oiwake Station Series: Stations on the Kisokaido,Nishiki-e,Ink print,Overall: 14 x 9 1/8 in. (35.56 x 23.1775 cm),Examination,1/19/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors good discolor and soil mod edges abraded old vert crease several impurities in paper  Recommended Treatment: clean was  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash,wash
32-143/208 B,Keisai Eisen,Tiger,Color woodblock,Ink print,Overall: 13 1/2 x 5 5/8 in. (34.29 x 14.2875 cm),Examination,1/19/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors excellent discolor and soil sl light abrasion overall physical condition gen  excellent  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:,,,none,none
32-143/209,Utagawa Kunisada,A Courtesan Lighting a Lamp at the Tiger Hour (12:00),Nishiki-e,Ink print,Overall: 15 x 10 1/4 in. (38.1 x 26.035 cm),Examination,1/19/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors, including purple, good discolor sl-mod soil mod num small breaks and holes lge loss R edge near B mends passable, not great  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,clean,surface clean
32-143/210,Utagawa Kunisada,Meditating Before a Mirror (Omoigoto Kagami Utsushi-ye),Nishiki-e,Ink print,Overall: 15 1/4 x 7 5/8 in. (38.735 x 19.3675 cm),Examination,1/19/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors, including purple, good discolor mod soiling and abrasion fairly severe, num creases small losses, LR, inserted entire L edge (1 1/2"" W) replacement  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,clean,surface clean
32-143/211,Utagawa Kunisada,Series: the Day (Tosei Hana Kurabe),Nishiki-e,Ink print,Overall: 13 7/8 x 9 3/4 in. (35.2425 x 24.765 cm),Examination,1/19/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: purple mottled with partial fading discolor and soil mod several accretions of note T edge severely thinned  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,clean,surface clean
32-143/212,Utagawa Kunisada,"Yaoya Ohichi, the Most Popular Role of the Period (Oatari Kyogen no Uchi Yaoya Ohichi)",Nishiki-e,Ink print,Overall: 14 3/4 x 10 1/8 in. (37.465 x 25.7175 cm),Examination,1/19/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: flowers in hair appear to have been faded blue, othe colors okay major losses of mica-wear and flaking discolor and soil sl several sm inserts  one at LR has bad color  Recommended Treatment: remedy inptg  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,inpaint,inpaint
32-143/213,Utagawa Kunisada,"Portrait of the actor, Nakamura Utaemon III, in the Role of Yojiro (Oatari Kyogen no Uchi Yojiro) Yojiro, the Most Popular Role of the Period",Nishiki-e,Ink print,Overall: 14 11/16 x 10 in. (37.3063 x 25.4 cm),Examination,1/19/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: discolor and soil sl-mod soil heavy along B loss in jowl area very well inserted and colored distracting grey inpt in R margin  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,clean,surface clean
32-143/214,Utagawa Kunisada,Landscape in the Fog 霧中の山水,Color woodblock,Ink print,Overall: 14 13/16 x 10 in. (37.6238 x 25.4 cm),Examination,1/22/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors good discolor sl-mod soil mod T abraded  Recommended Treatment: clean consolidate abrasions  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,consolidate abrasion,consolidation
32-143/215,Utagawa Kunisada,Maple Viewing 紅葉かりノ図,Color woodblock,Ink print,Overall: 14 5/8 x 9 3/4 in. (37.1475 x 24.765 cm),Examination,1/22/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: red lead very oxidized; colors good discolor sl-mod soil mod light backing T corners are lge inserts (including cartouche) paper yellow adjacent to C vertical crease  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,clean,surface clean
32-143/216,Utagawa Kunisada,May Rain 五月雨の景,Color woodblock,Ink print,Overall: 9 13/16 x 14 1/2 in. (24.9238 x 36.83 cm),Examination,1/22/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors good discolor and soil sl-mod ""rusty"" liquid stains at R mends at T and B of C fold major inserts UL and UR, including most of cartouche  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:",,,none,none
32-143/218,Utagawa Kunisada,Chrysanthemums and Mejiro Birds 菊花と目白,Color woodblock,Ink print,Overall: 8 3/4 x 11 in. (22.225 x 27.94 cm),Examination,1/22/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors good discolor and soil mod, worse at B few unmended holes; loss in UR on T edge areas of thinning nama stamp visible thru print, LR  Recommended Treatment: clean wash insert  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
32-143/220 A,Utagawa Kuniyoshi,The Revenge of the Heike Ghosts in Daimotsu Bay,Nishiki-e,Ink print,Overall: 14 5/16 x 9 5/8 in. (36.3538 x 24.4475 cm),Examination,1/22/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors excellent num tiny losses - badly patched but visually good discolor sl-mod  Recommended Treatment: none  Care and Maintenance: RESTRICT EXHIBITION  Curatorial Priority:,,,none,none
32-143/220 B,Utagawa Kuniyoshi,The Revenge of the Heike Ghosts in Daimotsu Bay,Nishiki-e,Ink print,Overall: 14 5/16 x 9 5/8 in. (36.3538 x 24.4475 cm),Examination,1/22/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors excellent num tiny losses - badly patched but visually good discolor sl-mod  Recommended Treatment: none  Care and Maintenance: RESTRICT EXHIBITION  Curatorial Priority:,,,none,none
32-143/227,Kikugawa Eizan,The God Fukuroku Playing with Two Children,Uchiwa-e,Ink print,Overall: 9 5/8 x 11 7/8 in. (24.4475 x 30.1625 cm),Examination,1/22/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors excellent, incl purppurple mod discolor and heavy soiling L especially abraded  Recommended Treatment: clean   Care and Maintenance: LIMIT EXPOSURE TO LIGHT DO NOT LOAN  Curatorial Priority:",5-No treatment needed,,clean,surface clean
32-143/228,Kikugawa Eizan,The Oiran Ohi of the Yebiya Series: Beauties of the Green Houses,Nishiki-e,Ink print,Overall: 15 1/2 x 10 1/2 in. (39.37 x 26.67 cm),Examination,1/22/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: sl fading purple; colors good sl discolor handling stains along L few old holes, well inserted overal backed  Recommended Treatment: none   Care and Maintenance: LIMIT EXPOSURE TO LIGHT DO NOT LOAN  Curatorial Priority:",,,none,none
32-143/229,Utagawa Sadahiro I,"Ajikawa Harbor (Ajikawa guchi), ca. 1837-1839",Nishiki-e,Ink print,Overall: 10 x 14 9/16 in. (25.4 x 36.9888 cm),Examination,1/22/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors good discolor and soil mod, worse along B small areas thinning several edge mends, one very yellow mod edge abrasion  Recommended Treatment: clean wash replace mends  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,wash mend/insert,wash & mend/insert
32-143/230,Ando Hiroshige,"Tsukuda Island, ca. 1830-1831",Nishiki-e,Ink print,Overall: 8 7/8 x 14 1/8 in. (22.5425 x 35.8775 cm),Examination,1/22/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colros good sl-mod discolor and soiling; soil worse at edges sm mottled stains spotty areas of thinning several inserted wormholes - adequate  Recommended Treatment: clean wash reinsert  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
32-143/231,Ando Hiroshige,Shin Yoshiwara 新吉原朝桜之図（東都名所）,Color woodblock,Ink print,Overall: 8 1/8 x 13 3/8 in. (20.6375 x 33.9725 cm),Examination,1/22/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors good sl-mod discolor and soil few small mends hole in sky - very dirty edges - obtrusive mend  Recommended Treatment: wash reinsert loss  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
32-143/232,Ando Hiroshige,"Ferry Boats on the Fujikawa River, Suruga Province Series: Honcho Meisho (Famous Views of Japan)",Nishiki-e,Ink print,Overall: 9 1/4 x 14 5/8 in. (23.495 x 37.1475 cm),Examination,1/22/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors good sl-mod discolor and soiling; sl mold stains on L and R edges hole in LR poorly compensated  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash,wash
32-143/233,Ando Hiroshige,"Lingering Snow on Mount Hira, ca. 1834",Nishiki-e,Ink print,Overall: 9 7/8 x 14 5/8 in. (25.0825 x 37.1475 cm),Examination,1/22/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: color good mod discolor severe soiling with abrasion at edges , very grey  Recommended Treatment: clean wash consolidate abrasions  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash consolidate abrasions,wash
32-143/234,Ando Hiroshige,"Maple Leaves at Tsūtenkyō 通天橋ノ紅楓（京都名所之内）, ca. 1834",Color woodblock,Ink print,Overall: 9 1/2 x 14 1/4 in. (24.13 x 36.195 cm),Examination,1/22/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: color good, red sl faded discolor sl-mod edges heavily soiled old glue residues on reverse overall backed, light tissue UL corner missing  Recommended Treatment: clean reduce adhesives insert corner  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,reduce adhesive wash,wash
35-35/154,Sven Birger Sandzén,"Rhythm of the Wilderness, 1934",Linocut,Ink print,Overall: 9 x 11 3/4 in. (22.86 x 29.845 cm),Examination,9/25/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag  good glassine  Object: mod gen discoloration sl soiling  Recommended Treatment: wash  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,wash,wash
35-35/154,Sven Birger Sandzén,"Rhythm of the Wilderness, 1934",Linocut,Ink print,Overall: 9 x 11 3/4 in. (22.86 x 29.845 cm),Examination,7/18/2016,Good,,5-No treatment needed,,none,none
35-35/178,Stanley Harrod,"Arms or Ensigns Armorial of the United States of America, 1900",Etching,Ink print,Overall: 5 7/8 x 4 5/8 in. (14.9098 x 11.7602 cm),Examination,9/21/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl mod gen discoloration mod soiling  Recommended Treatment: clean  Care and Maintenance: dry cleaned with eraser crumbs 11-87  RAD  Curatorial Priority:,5-No treatment needed,,clean,surface clean
35-35/179,Sidney L. Smith,"Charles William Sherborn, 1915",Etching,Ink print,Overall: 5 1/4 x 3 3/8 in. (13.335 x 8.5598 cm),Examination,9/17/1987,(not entered),Condition:  Frame:   Mat/Mount: 1 ply rag folder no cover  Object: sl soiling sl cockling  Recommended Treatment: mat  Care and Maintenance: matted 1-91 SB  Curatorial Priority:,5-No treatment needed,,re-mat,enclosure upgrade
35-35/180,Lucien Pissarro,"Gardeuse d'oies, n.d.",Woodcut,Ink print,Overall: 4 in. (10.16 cm),Examination,11/2/1987,(not entered),"Condition:  Frame:   Mat/Mount: 2 ply rag  good glassine  Object: sl-mod discoloration mod light burn mod soiling darkening worst UL, UR abraded, expecially in R  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash,wash
35-35/180,Lucien Pissarro,"Gardeuse d'oies, n.d.",Woodcut,Ink print,Overall: 4 in. (10.16 cm),Examination,7/18/2016,Good,"Reasonable condition to show.  Needs new, smaller mat.  4-ply back mat needed.",3-Treatment as necessary,,none,none
35-39/1,Edgar Degas,"After the Bath:  Seated Woman Drying Herself, ca. 1885",Pastel and charcoal,"Drawing, water sensitive","Sheet: 14 x 10 1/2 in. (35.6 x 26.7 cm) (irregular)
Image: 13 3/8 x 9 3/4 inches (34 x 24.8 cm) (irregular)",Examination,7/30/1985,(not entered),Condition:  Frame: good  Mat/Mount: acid materials  Object: discolored with red edge severely cockled  Recommended Treatment:   Care and Maintenance: ragmat liner installed 3/86  Curatorial Priority:,4-Periodic monitoring needed,,,none
35-44/1,Albrecht Dürer,"Nemesis (The Great Fortune), 1501-1502",Engraving,Ink print,"Plate: 13 x 8 15/16 inches (33.02 x 22.7 cm)
Mat: 21 1/4 x 16 inches (53.98 x 40.64 cm)",Examination,10/15/1987,(not entered),Condition:  Frame:   Mat/Mount: slick 2 ply old acetate  Object: sl-mod gen discoloration mod handling soil hinges dying  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash,wash
35-44/1,Albrecht Dürer,"Nemesis (The Great Fortune), 1501-1502",Engraving,Ink print,"Plate: 13 x 8 15/16 inches (33.02 x 22.7 cm)
Mat: 21 1/4 x 16 inches (53.98 x 40.64 cm)",Examination,1/17/2020,Fair,,,,none,none
35-44/2,Master I. A. M. of Zwolle,"The Last Supper, ca. 1485",Engraving,Ink print,"Plate: 13 5/8 x 10 5/8 inches (34.61 x 26.99 cm)
Mat: 21 1/4 x 16 inches (53.98 x 40.64 cm)",Examination,3/3/1983,(not entered),"Condition:  Frame: temporary  Mat/Mount: 2 ply card, sl acid  Object: cockled edge tear left edge nick LR corner lower edge crimped on mat left side does not cover edge  Recommended Treatment: mend press remat in 4 ply, hinge  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,mend re-mat,mend/insert
35-44/2,Master I. A. M. of Zwolle,"The Last Supper, ca. 1485",Engraving,Ink print,"Plate: 13 5/8 x 10 5/8 inches (34.61 x 26.99 cm)
Mat: 21 1/4 x 16 inches (53.98 x 40.64 cm)",Examination,9/14/1987,(not entered),Condition:  Frame:   Mat/Mount: slick 2 ply good glassine  Object: sl gen discoloration sl-mod gen soiling light foxing  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash,wash
35-44/2,Master I. A. M. of Zwolle,"The Last Supper, ca. 1485",Engraving,Ink print,"Plate: 13 5/8 x 10 5/8 inches (34.61 x 26.99 cm)
Mat: 21 1/4 x 16 inches (53.98 x 40.64 cm)",Examination,7/19/1991,Current Condition,,,,none,none
35-44/2,Master I. A. M. of Zwolle,"The Last Supper, ca. 1485",Engraving,Ink print,"Plate: 13 5/8 x 10 5/8 inches (34.61 x 26.99 cm)
Mat: 21 1/4 x 16 inches (53.98 x 40.64 cm)",Examination,3/22/2018,Good,Needs new mat; wider window mat opening to show outline and text on top and bottom  Overall: faint mottled foxing; consider treatment when possible,3-Treatment as necessary,,none,none
35-44/3,Jean Duvet,"The Martyrdom of Saint John the Evangelist, Early 16th century",Engraving,Ink print,"Image: 11 3/4 x 8 5/16 inches (29.85 x 21.11 cm)
Mat: 21 1/4 x 16 inches (53.98 x 40.64 cm)",Examination,3/3/1983,(not entered),"Condition:  Frame: temporary  Mat/Mount: 2 ply card, sl acidic  Object: hangs over edge of mat cockled  Recommended Treatment: remat in 4 ply and hinge press  no treatment ms rehinged July 91 rematted  Care and Maintenance:   Curatorial Priority:",,,re-mat,enclosure upgrade
35-44/3,Jean Duvet,"The Martyrdom of Saint John the Evangelist, Early 16th century",Engraving,Ink print,"Image: 11 3/4 x 8 5/16 inches (29.85 x 21.11 cm)
Mat: 21 1/4 x 16 inches (53.98 x 40.64 cm)",Examination,10/27/1987,(not entered),"Condition:  Frame:   Mat/Mount: slick 2 ply acidic glassine  Object: sl-mod discoloration? sl-mod soil, accretions? sl-mod cockling  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,wash,wash
35-44/4,Albrecht Dürer,"Virgin and Child with the Pear, 1511",Engraving,Ink print,Plate: 6 3/16 x 4 1/4 in. (15.7163 x 10.795 cm),Examination,10/15/1987,(not entered),"Condition:  Frame:   Mat/Mount: slick 2 ply good glassine  Object: sl discoloration and soil, mostly at corners distortions, hard, on L at hinges  Recommended Treatment: remove hinges floatten  Hinges removed, humidified old pressed  Aug 1991 ms  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,treated,treated
35-44/5,Jusepe de Ribera,"The Poet, ca. 1620-1621",Etching and drypoint,Ink print,"Plate: 6 5/16 x 4 7/8 in. (16.0338 x 12.3825 cm)
Mat: 21 1/4 x 16 in. (53.975 x 40.64 cm)",Examination,9/10/1987,(not entered),Condition:  Frame:   Mat/Mount: slick 2 ply old glassine  Object: sl general discoloration mod stain in UL sl soiling bad hinging  Recommended Treatment: wash  good condition important inscription leave alone  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,none,none
35-44/6,"Baldassare Peruzzi, Giovanni Antonio da Brescia","The Cup of Joseph Found in Benjamin's Sack, ca. 1521-1525",Engraving,Ink print,Plate: 6 3/4 x 11 in. (17.145 x 27.94 cm),Examination,9/16/1987,(not entered),Condition:  Frame:   Mat/Mount: slick 2 ply good glassine  Object: sl-mod gen discoloration sl mottled staining sl soiling  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,wash,wash
35-44/7,Israhel van Meckenem,"The Organ Player and His Wife, n.d.",Engraving,Ink print,Plate: 6 1/2 x 4 5/16 in. (16.51 x 10.9538 cm),Examination,10/14/1987,(not entered),Condition:  Frame:   Mat/Mount: slick 2 ply old acetate  Object: sl gen discoloration sl soiling w/mod accretion L distorted by hinging  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,4-Periodic monitoring needed,,wash,wash
35-44/8,Master M. Z.,"The Tournament, 1500",Engraving,Ink print,Plate: 8 3/4 x 12 1/4 in. (22.225 x 31.115 cm),Examination,3/3/1983,(not entered),Condition:  Frame: temporary  Mat/Mount: 2 ply card sl acidic  Object: tape hinges showing stains at corners  Recommended Treatment: remat in 4 ply and hinge remove tapes locally treat stains  Care and Maintenance:   Curatorial Priority:,2-Treatment recommended,,re-mat,enclosure upgrade
35-44/8,Master M. Z.,"The Tournament, 1500",Engraving,Ink print,Plate: 8 3/4 x 12 1/4 in. (22.225 x 31.115 cm),Examination,10/14/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl-mod gen discoloration mod soiling, accretions edges pulled by residual adhesive slightly darkened  Recommended Treatment: clean remove adhesive wash  Care and Maintenance:   Curatorial Priority:",5-No treatment needed,,reduce adhesive wash,wash
35-46/1,John Steuart Curry,"The Missed Leap, 1934",Lithograph,Ink print,"Plate: 16 13/16 × 9 3/4 inches (42.72 × 24.77 cm)
Sheet: 20 1/16 × 12 13/16 inches (50.95 × 32.56 cm)
Framed: 26 × 21 inches (66.04 × 53.34 cm)",Examination,9/21/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag tissue  Object: sl-mod gen discoloration slight: light burn, window burn and mat burn T corners have adhesive residues/stains creases R edge  Recommended Treatment: clean reduce adhesives wash  Care and Maintenance:   Curatorial Priority:",2-Treatment recommended,,reduce adhesive wash,wash
35-46/1,John Steuart Curry,"The Missed Leap, 1934",Lithograph,Ink print,"Plate: 16 13/16 × 9 3/4 inches (42.72 × 24.77 cm)
Sheet: 20 1/16 × 12 13/16 inches (50.95 × 32.56 cm)
Framed: 26 × 21 inches (66.04 × 53.34 cm)",Examination,11/27/1989,Current Condition,,,,none,none
35-46/1,John Steuart Curry,"The Missed Leap, 1934",Lithograph,Ink print,"Plate: 16 13/16 × 9 3/4 inches (42.72 × 24.77 cm)
Sheet: 20 1/16 × 12 13/16 inches (50.95 × 32.56 cm)
Framed: 26 × 21 inches (66.04 × 53.34 cm)",Examination,5/13/2019,Good,,,,none,none
35-46/2,Yngve Edward Soderberg,"The Weather Rail, n.d.",Etching,Ink print,Overall: 6 7/8 x 8 3/4 in. (17.4498 x 22.225 cm),Examination,9/17/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl-mod gen discoloration mod light burn animal glue T corners  Recommended Treatment: clear glue wash  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash,wash
